data_for_agg,item,продажи_за_день,рейтинг
2023-06-07,Coffee,8.0,3
2023-06-07,Nan,6.0,4
2023-06-07,Sandwich,5.0,5
2023-06-08,Coffee,14.0,1
2023-06-08,Smoothie,14.0,2
2023-06-08,Cake,10.0,3
2023-06-08,Nan,10.0,4
2023-06-08,Juice,10.0,5
2023-06-09,Cake,32.0,1
2023-06-09,Juice,15.0,2
2023-06-09,Tea,11.0,3
2023-06-09,Smoothie,10.0,4
2023-06-09,Sandwich,6.0,5
2023-06-10,Salad,26.0,1
2023-06-10,Sandwich,17.0,2
2023-06-10,Cake,12.0,3
2023-06-10,Coffee,12.0,4
2023-06-10,Tea,9.0,5
2023-06-11,Juice,21.0,1
2023-06-11,Cookie,15.0,2
2023-06-11,Coffee,10.0,3
2023-06-11,Nan,5.0,4
2023-06-11,Cake,3.0,5
2023-06-12,Tea,33.0,1
2023-06-12,Sandwich,12.0,2
2023-06-12,Smoothie,11.0,3
2023-06-12,Cookie,8.0,4
2023-06-12,Cake,7.0,5
2023-06-13,Sandwich,21.0,1
2023-06-13,Coffee,17.0,2
2023-06-13,Smoothie,11.0,3
2023-06-13,Juice,11.0,4
2023-06-13,Tea,8.0,5
2023-06-14,Coffee,17.0,1
2023-06-14,Cake,15.0,2
2023-06-14,Salad,13.0,3
2023-06-14,Tea,8.0,4
2023-06-14,Juice,7.0,5
2023-06-15,Cake,26.0,1
2023-06-15,Sandwich,15.0,2
2023-06-15,Tea,8.0,3
2023-06-15,Salad,7.0,4
2023-06-15,Juice,6.0,5
2023-06-16,Smoothie,20.0,1
2023-06-16,Cake,18.0,2
2023-06-16,Salad,18.0,3
2023-06-16,Sandwich,18.0,4
2023-06-16,Tea,17.0,5
2023-06-17,Cookie,20.0,1
2023-06-17,Juice,14.0,2
2023-06-17,Coffee,12.0,3
2023-06-17,Salad,12.0,4
2023-06-17,Sandwich,10.0,5
2023-06-18,Coffee,19.0,1
2023-06-18,Cookie,19.0,2
2023-06-18,Salad,19.0,3
2023-06-18,Tea,14.0,4
2023-06-18,Smoothie,11.0,5
2023-06-19,Salad,17.0,1
2023-06-19,Juice,10.0,2
2023-06-19,Sandwich,8.0,3
2023-06-19,Tea,7.0,4
2023-06-19,Cake,6.0,5
2023-06-20,Salad,19.0,1
2023-06-20,Tea,12.0,2
2023-06-20,Cake,9.0,3
2023-06-20,Cookie,8.0,4
2023-06-20,Juice,8.0,5
2023-06-21,Salad,14.0,1
2023-06-21,Cake,12.0,2
2023-06-21,Coffee,11.0,3
2023-06-21,Cookie,9.0,4
2023-06-21,Sandwich,9.0,5
2023-06-22,Smoothie,12.0,1
2023-06-22,Salad,12.0,2
2023-06-22,Cake,9.0,3
2023-06-22,Juice,9.0,4
2023-06-22,Coffee,7.0,5
2023-06-23,Smoothie,32.0,1
2023-06-23,Cookie,16.0,2
2023-06-23,Coffee,15.0,3
2023-06-23,Cake,13.0,4
2023-06-23,Salad,9.0,5
2023-06-24,Coffee,26.0,1
2023-06-24,Smoothie,14.0,2
2023-06-24,Salad,9.0,3
2023-06-24,Tea,7.0,4
2023-06-24,Nan,7.0,5
2023-06-25,Smoothie,12.0,1
2023-06-25,Sandwich,12.0,2
2023-06-25,Tea,11.0,3
2023-06-25,Juice,10.0,4
2023-06-25,Cookie,9.0,5
2023-06-26,Juice,14.0,1
2023-06-26,Cake,11.0,2
2023-06-26,Coffee,11.0,3
2023-06-26,Sandwich,10.0,4
2023-06-26,Salad,8.0,5
2023-06-27,Cake,21.0,1
2023-06-27,Cookie,13.0,2
2023-06-27,Smoothie,11.0,3
2023-06-27,Juice,7.0,4
2023-06-27,Salad,6.0,5
2023-06-28,Juice,27.0,1
2023-06-28,Tea,17.0,2
2023-06-28,Cake,12.0,3
2023-06-28,Coffee,8.0,4
2023-06-28,Salad,8.0,5
2023-06-29,Coffee,23.0,1
2023-06-29,Cookie,15.0,2
2023-06-29,Smoothie,14.0,3
2023-06-29,Salad,14.0,4
2023-06-29,Tea,13.0,5
2023-06-30,Salad,20.0,1
2023-06-30,Juice,18.0,2
2023-06-30,Tea,18.0,3
2023-06-30,Coffee,16.0,4
2023-06-30,Sandwich,11.0,5
2023-07-01,Coffee,15.0,1
2023-07-01,Salad,14.0,2
2023-07-01,Cake,8.0,3
2023-07-01,Cookie,7.0,4
2023-07-01,Tea,7.0,5
2023-07-02,Coffee,18.0,1
2023-07-02,Cake,16.0,2
2023-07-02,Cookie,15.0,3
2023-07-02,Juice,14.0,4
2023-07-02,Tea,11.0,5
2023-07-03,Cookie,14.0,1
2023-07-03,Salad,10.0,2
2023-07-03,Juice,10.0,3
2023-07-03,Sandwich,10.0,4
2023-07-03,Coffee,9.0,5
2023-07-04,Nan,14.0,1
2023-07-04,Coffee,13.0,2
2023-07-04,Cake,12.0,3
2023-07-04,Cookie,12.0,4
2023-07-04,Juice,6.0,5
2023-07-05,Tea,19.0,1
2023-07-05,Coffee,16.0,2
2023-07-05,Cake,15.0,3
2023-07-05,Smoothie,12.0,4
2023-07-05,Cookie,11.0,5
2023-07-06,Tea,17.0,1
2023-07-06,Salad,16.0,2
2023-07-06,Cake,13.0,3
2023-07-06,Coffee,13.0,4
2023-07-06,Smoothie,11.0,5
2023-07-07,Sandwich,14.0,1
2023-07-07,Salad,13.0,2
2023-07-07,Cookie,13.0,3
2023-07-07,Smoothie,13.0,4
2023-07-07,Cake,8.0,5
2023-07-08,Tea,14.0,1
2023-07-08,Sandwich,11.0,2
2023-07-08,Cake,9.0,3
2023-07-08,Cookie,9.0,4
2023-07-08,Salad,9.0,5
2023-07-09,Smoothie,15.0,1
2023-07-09,Cookie,12.0,2
2023-07-09,Coffee,10.0,3
2023-07-09,Cake,9.0,4
2023-07-09,Juice,8.0,5
2023-07-10,Sandwich,18.0,1
2023-07-10,Juice,13.0,2
2023-07-10,Smoothie,10.0,3
2023-07-10,Cookie,8.0,4
2023-07-10,Salad,8.0,5
2023-07-11,Cookie,13.0,1
2023-07-11,Smoothie,11.0,2
2023-07-11,Tea,9.0,3
2023-07-11,Cake,8.0,4
2023-07-11,Coffee,4.0,5
2023-07-12,Salad,16.0,1
2023-07-12,Tea,14.0,2
2023-07-12,Cookie,13.0,3
2023-07-12,Cake,12.0,4
2023-07-12,Smoothie,9.0,5
2023-07-13,Tea,14.0,1
2023-07-13,Smoothie,13.0,2
2023-07-13,Salad,12.0,3
2023-07-13,Cookie,6.0,4
2023-07-13,товар за 1.5,5.0,5
2023-07-14,Tea,18.0,1
2023-07-14,Cake,12.0,2
2023-07-14,Juice,12.0,3
2023-07-14,Smoothie,11.0,4
2023-07-14,Salad,8.0,5
2023-07-15,Smoothie,17.0,1
2023-07-15,Sandwich,15.0,2
2023-07-15,Coffee,14.0,3
2023-07-15,Salad,9.0,4
2023-07-15,Cake,7.0,5
2023-07-16,Coffee,18.0,1
2023-07-16,Salad,18.0,2
2023-07-16,Sandwich,14.0,3
2023-07-16,Smoothie,12.0,4
2023-07-16,Tea,11.0,5
2023-07-17,Sandwich,19.0,1
2023-07-17,Cake,16.0,2
2023-07-17,Smoothie,12.0,3
2023-07-17,Cookie,10.0,4
2023-07-17,Salad,7.0,5
2023-07-18,Tea,16.0,1
2023-07-18,Cookie,12.0,2
2023-07-18,Coffee,12.0,3
2023-07-18,Salad,12.0,4
2023-07-18,Juice,11.0,5
2023-07-19,Cookie,19.0,1
2023-07-19,Cake,15.0,2
2023-07-19,Salad,11.0,3
2023-07-19,Juice,6.0,4
2023-07-19,Coffee,5.0,5
2023-07-20,Sandwich,18.0,1
2023-07-20,Salad,15.0,2
2023-07-20,Smoothie,12.0,3
2023-07-20,Tea,11.0,4
2023-07-20,Juice,10.0,5
2023-07-21,Coffee,30.0,1
2023-07-21,Cake,25.0,2
2023-07-21,Cookie,17.0,3
2023-07-21,Sandwich,13.0,4
2023-07-21,Salad,11.0,5
2023-07-22,Sandwich,8.0,1
2023-07-22,Salad,5.0,2
2023-07-22,Smoothie,5.0,3
2023-07-22,Coffee,4.0,4
2023-07-22,Juice,4.0,5
2023-07-23,Salad,24.0,1
2023-07-23,Cookie,13.0,2
2023-07-23,Juice,11.0,3
2023-07-23,Smoothie,6.0,4
2023-07-23,Sandwich,6.0,5
2023-07-24,Coffee,23.0,1
2023-07-24,Smoothie,22.0,2
2023-07-24,Cake,21.0,3
2023-07-24,Salad,18.0,4
2023-07-24,Sandwich,11.0,5
2023-07-25,Cake,12.0,1
2023-07-25,Tea,11.0,2
2023-07-25,Coffee,10.0,3
2023-07-25,Cookie,8.0,4
2023-07-25,Sandwich,6.0,5
2023-07-26,Coffee,19.0,1
2023-07-26,Cookie,15.0,2
2023-07-26,Smoothie,15.0,3
2023-07-26,Salad,13.0,4
2023-07-26,Sandwich,10.0,5
2023-07-27,Sandwich,11.0,1
2023-07-27,Coffee,10.0,2
2023-07-27,Cookie,6.0,3
2023-07-27,Nan,5.0,4
2023-07-27,Juice,5.0,5
2023-07-28,Smoothie,25.0,1
2023-07-28,Cookie,19.0,2
2023-07-28,Salad,19.0,3
2023-07-28,Coffee,11.0,4
2023-07-28,Nan,10.0,5
2023-07-29,Cookie,14.0,1
2023-07-29,товар за 1.5,10.0,2
2023-07-29,Salad,9.0,3
2023-07-29,Juice,9.0,4
2023-07-29,Sandwich,8.0,5
2023-07-30,Tea,11.0,1
2023-07-30,Coffee,10.0,2
2023-07-30,Juice,9.0,3
2023-07-30,Salad,4.0,4
2023-07-30,Cake,4.0,5
2023-07-31,Cookie,16.0,1
2023-07-31,Sandwich,14.0,2
2023-07-31,Juice,11.0,3
2023-07-31,Salad,10.0,4
2023-07-31,Smoothie,8.0,5
2023-08-01,Smoothie,23.0,1
2023-08-01,Cake,9.0,2
2023-08-01,Tea,9.0,3
2023-08-01,Sandwich,9.0,4
2023-08-01,Coffee,5.0,5
2023-08-02,Smoothie,20.0,1
2023-08-02,Coffee,14.0,2
2023-08-02,Sandwich,9.0,3
2023-08-02,Cake,8.0,4
2023-08-02,Cookie,7.0,5
2023-08-03,Cake,13.0,1
2023-08-03,Salad,13.0,2
2023-08-03,Tea,12.0,3
2023-08-03,Coffee,11.0,4
2023-08-03,Smoothie,8.0,5
2023-08-04,Cookie,15.0,1
2023-08-04,Salad,13.0,2
2023-08-04,Cake,12.0,3
2023-08-04,Sandwich,12.0,4
2023-08-04,Nan,12.0,5
2023-08-05,Cake,12.0,1
2023-08-05,Salad,11.0,2
2023-08-05,Juice,9.0,3
2023-08-05,Coffee,9.0,4
2023-08-05,Smoothie,9.0,5
2023-08-06,Salad,22.0,1
2023-08-06,Cookie,17.0,2
2023-08-06,Smoothie,15.0,3
2023-08-06,Cake,11.0,4
2023-08-06,Tea,11.0,5
2023-08-07,Cake,26.0,1
2023-08-07,Tea,23.0,2
2023-08-07,Coffee,14.0,3
2023-08-07,Sandwich,12.0,4
2023-08-07,Cookie,11.0,5
2023-08-08,Coffee,10.0,1
2023-08-08,Cookie,7.0,2
2023-08-08,Tea,5.0,3
2023-08-08,Cake,4.0,4
2023-08-08,Salad,4.0,5
2023-08-09,Smoothie,23.0,1
2023-08-09,Salad,14.0,2
2023-08-09,Coffee,13.0,3
2023-08-09,Cookie,11.0,4
2023-08-09,товар за 1.5,7.0,5
2023-08-10,Cake,18.0,1
2023-08-10,Coffee,17.0,2
2023-08-10,Tea,13.0,3
2023-08-10,Smoothie,11.0,4
2023-08-10,Juice,7.0,5
2023-08-11,Sandwich,19.0,1
2023-08-11,Tea,15.0,2
2023-08-11,Salad,12.0,3
2023-08-11,Cake,10.0,4
2023-08-11,Juice,10.0,5
2023-08-12,Cake,27.0,1
2023-08-12,Juice,14.0,2
2023-08-12,Cookie,10.0,3
2023-08-12,Salad,8.0,4
2023-08-12,Sandwich,7.0,5
2023-08-13,Coffee,12.0,1
2023-08-13,Juice,12.0,2
2023-08-13,Cookie,10.0,3
2023-08-13,Cake,9.0,4
2023-08-13,Tea,9.0,5
2023-08-14,Cake,24.0,1
2023-08-14,Coffee,21.0,2
2023-08-14,Juice,18.0,3
2023-08-14,Cookie,11.0,4
2023-08-14,Salad,7.0,5
2023-08-15,Smoothie,12.0,1
2023-08-15,Salad,12.0,2
2023-08-15,Cookie,11.0,3
2023-08-15,Cake,9.0,4
2023-08-15,Juice,9.0,5
2023-08-16,Salad,19.0,1
2023-08-16,Cake,15.0,2
2023-08-16,Juice,15.0,3
2023-08-16,Smoothie,13.0,4
2023-08-16,Sandwich,11.0,5
2023-08-17,Tea,25.0,1
2023-08-17,Cookie,19.0,2
2023-08-17,Coffee,17.0,3
2023-08-17,Juice,12.0,4
2023-08-17,Cake,8.0,5
2023-08-18,Juice,16.0,1
2023-08-18,Sandwich,12.0,2
2023-08-18,Coffee,10.0,3
2023-08-18,Cookie,9.0,4
2023-08-18,Smoothie,8.0,5
2023-08-19,Cookie,12.0,1
2023-08-19,Tea,12.0,2
2023-08-19,Sandwich,10.0,3
2023-08-19,Smoothie,10.0,4
2023-08-19,Coffee,7.0,5
2023-08-20,Salad,19.0,1
2023-08-20,Smoothie,10.0,2
2023-08-20,Tea,8.0,3
2023-08-20,Cake,7.0,4
2023-08-20,Cookie,5.0,5
2023-08-21,Coffee,18.0,1
2023-08-21,Juice,14.0,2
2023-08-21,Cookie,13.0,3
2023-08-21,Tea,12.0,4
2023-08-21,Cake,9.0,5
2023-08-22,Tea,16.0,1
2023-08-22,Cookie,10.0,2
2023-08-22,Coffee,10.0,3
2023-08-22,Nan,9.0,4
2023-08-22,Cake,8.0,5
2023-08-23,Smoothie,19.0,1
2023-08-23,Coffee,15.0,2
2023-08-23,Salad,13.0,3
2023-08-23,Tea,8.0,4
2023-08-23,Nan,8.0,5
2023-08-24,Cake,13.0,1
2023-08-24,Tea,13.0,2
2023-08-24,Coffee,12.0,3
2023-08-24,Smoothie,10.0,4
2023-08-24,Juice,7.0,5
2023-08-25,Coffee,13.0,1
2023-08-25,Cake,11.0,2
2023-08-25,Tea,9.0,3
2023-08-25,Salad,7.0,4
2023-08-25,Smoothie,6.0,5
2023-08-26,Salad,28.0,1
2023-08-26,Smoothie,17.0,2
2023-08-26,Sandwich,13.0,3
2023-08-26,Coffee,12.0,4
2023-08-26,Tea,12.0,5
2023-08-27,Cake,21.0,1
2023-08-27,Cookie,10.0,2
2023-08-27,Sandwich,8.0,3
2023-08-27,Salad,7.0,4
2023-08-27,Juice,7.0,5
2023-08-28,Sandwich,19.0,1
2023-08-28,Tea,9.0,2
2023-08-28,Salad,8.0,3
2023-08-28,Cookie,4.0,4
2023-08-28,Nan,3.0,5
2023-08-29,Sandwich,22.0,1
2023-08-29,Smoothie,14.0,2
2023-08-29,Coffee,12.0,3
2023-08-29,Juice,11.0,4
2023-08-29,Cake,10.0,5
2023-08-30,Coffee,16.0,1
2023-08-30,Salad,15.0,2
2023-08-30,Tea,12.0,3
2023-08-30,Sandwich,8.0,4
2023-08-30,Juice,8.0,5
2023-08-31,Smoothie,16.0,1
2023-08-31,Cake,13.0,2
2023-08-31,Cookie,9.0,3
2023-08-31,Salad,8.0,4
2023-08-31,Tea,7.0,5
2023-09-01,Cookie,23.0,1
2023-09-01,Juice,18.0,2
2023-09-01,Coffee,14.0,3
2023-09-01,Smoothie,14.0,4
2023-09-01,Tea,9.0,5
2023-09-02,Salad,13.0,1
2023-09-02,Tea,12.0,2
2023-09-02,Sandwich,9.0,3
2023-09-02,Coffee,9.0,4
2023-09-02,Smoothie,7.0,5
2023-09-03,Smoothie,9.0,1
2023-09-03,Juice,8.0,2
2023-09-03,Salad,7.0,3
2023-09-03,Cake,7.0,4
2023-09-03,Nan,6.0,5
2023-09-04,Tea,12.0,1
2023-09-04,Sandwich,12.0,2
2023-09-04,Cookie,11.0,3
2023-09-04,Cake,9.0,4
2023-09-04,Salad,9.0,5
2023-09-05,Salad,18.0,1
2023-09-05,Smoothie,15.0,2
2023-09-05,Tea,14.0,3
2023-09-05,Cookie,12.0,4
2023-09-05,Cake,11.0,5
2023-09-06,Smoothie,27.0,1
2023-09-06,Cake,26.0,2
2023-09-06,Tea,22.0,3
2023-09-06,Juice,15.0,4
2023-09-06,Cookie,9.0,5
2023-09-07,Sandwich,15.0,1
2023-09-07,Juice,14.0,2
2023-09-07,Cake,12.0,3
2023-09-07,Smoothie,10.0,4
2023-09-07,Nan,9.0,5
2023-09-08,Coffee,15.0,1
2023-09-08,Nan,13.0,2
2023-09-08,Cake,12.0,3
2023-09-08,Juice,12.0,4
2023-09-08,Salad,8.0,5
2023-09-09,Cake,17.0,1
2023-09-09,Cookie,16.0,2
2023-09-09,Sandwich,16.0,3
2023-09-09,Coffee,12.0,4
2023-09-09,Juice,8.0,5
2023-09-10,Smoothie,20.0,1
2023-09-10,Coffee,18.0,2
2023-09-10,Salad,13.0,3
2023-09-10,Cake,10.0,4
2023-09-10,Tea,10.0,5
2023-09-11,Sandwich,12.0,1
2023-09-11,Juice,11.0,2
2023-09-11,Salad,11.0,3
2023-09-11,Cake,10.0,4
2023-09-11,Coffee,10.0,5
2023-09-12,Smoothie,19.0,1
2023-09-12,Sandwich,18.0,2
2023-09-12,Salad,13.0,3
2023-09-12,Cookie,8.0,4
2023-09-12,Tea,7.0,5
2023-09-13,Salad,25.0,1
2023-09-13,Cookie,18.0,2
2023-09-13,Coffee,12.0,3
2023-09-13,Cake,7.0,4
2023-09-13,Sandwich,7.0,5
2023-09-14,Cake,16.0,1
2023-09-14,Salad,13.0,2
2023-09-14,Tea,10.0,3
2023-09-14,Smoothie,8.0,4
2023-09-14,Coffee,5.0,5
2023-09-15,Cake,25.0,1
2023-09-15,Coffee,21.0,2
2023-09-15,Sandwich,10.0,3
2023-09-15,Smoothie,10.0,4
2023-09-15,Juice,7.0,5
2023-09-16,Tea,19.0,1
2023-09-16,Sandwich,14.0,2
2023-09-16,Juice,11.0,3
2023-09-16,Cake,10.0,4
2023-09-16,Cookie,7.0,5
2023-09-17,Cookie,18.0,1
2023-09-17,Smoothie,7.0,2
2023-09-17,Cake,6.0,3
2023-09-17,Nan,6.0,4
2023-09-17,Coffee,3.0,5
2023-09-18,Cake,17.0,1
2023-09-18,Smoothie,16.0,2
2023-09-18,Juice,15.0,3
2023-09-18,Tea,11.0,4
2023-09-18,Coffee,9.0,5
2023-09-19,Smoothie,22.0,1
2023-09-19,Juice,15.0,2
2023-09-19,Coffee,14.0,3
2023-09-19,Tea,13.0,4
2023-09-19,Cookie,11.0,5
2023-09-20,Smoothie,18.0,1
2023-09-20,Juice,13.0,2
2023-09-20,Sandwich,13.0,3
2023-09-20,Tea,13.0,4
2023-09-20,Coffee,10.0,5
2023-09-21,Cake,22.0,1
2023-09-21,Cookie,21.0,2
2023-09-21,Juice,18.0,3
2023-09-21,Salad,12.0,4
2023-09-21,Smoothie,12.0,5
2023-09-22,Smoothie,20.0,1
2023-09-22,Tea,11.0,2
2023-09-22,Cake,8.0,3
2023-09-22,Juice,7.0,4
2023-09-22,Coffee,6.0,5
2023-09-23,Coffee,18.0,1
2023-09-23,Cookie,16.0,2
2023-09-23,Tea,14.0,3
2023-09-23,Cake,10.0,4
2023-09-23,Sandwich,10.0,5
2023-09-24,Smoothie,9.0,1
2023-09-24,Cookie,8.0,2
2023-09-24,Salad,6.0,3
2023-09-24,Cake,4.0,4
2023-09-24,Tea,3.0,5
2023-09-25,Cake,12.0,1
2023-09-25,Smoothie,11.0,2
2023-09-25,Cookie,10.0,3
2023-09-25,Juice,8.0,4
2023-09-25,Coffee,6.0,5
2023-09-26,Tea,19.0,1
2023-09-26,Cake,17.0,2
2023-09-26,Cookie,12.0,3
2023-09-26,Salad,11.0,4
2023-09-26,Juice,9.0,5
2023-09-27,Sandwich,17.0,1
2023-09-27,Juice,15.0,2
2023-09-27,Cookie,15.0,3
2023-09-27,Smoothie,12.0,4
2023-09-27,Salad,5.0,5
2023-09-28,Sandwich,24.0,1
2023-09-28,Cookie,14.0,2
2023-09-28,Juice,9.0,3
2023-09-28,Cake,9.0,4
2023-09-28,Salad,9.0,5
2023-09-29,Cake,24.0,1
2023-09-29,Cookie,12.0,2
2023-09-29,Sandwich,8.0,3
2023-09-29,Salad,8.0,4
2023-09-29,Coffee,7.0,5
2023-09-30,Sandwich,21.0,1
2023-09-30,Tea,19.0,2
2023-09-30,Cake,13.0,3
2023-09-30,Cookie,11.0,4
2023-09-30,Smoothie,8.0,5
2023-10-01,Cake,15.0,1
2023-10-01,Sandwich,13.0,2
2023-10-01,Juice,12.0,3
2023-10-01,Smoothie,9.0,4
2023-10-01,Salad,5.0,5
2023-10-02,Cake,15.0,1
2023-10-02,Cookie,15.0,2
2023-10-02,Juice,14.0,3
2023-10-02,Smoothie,9.0,4
2023-10-02,Sandwich,7.0,5
2023-10-03,Sandwich,18.0,1
2023-10-03,Cake,16.0,2
2023-10-03,Cookie,10.0,3
2023-10-03,Salad,10.0,4
2023-10-03,Smoothie,8.0,5
2023-10-04,Cake,21.0,1
2023-10-04,Smoothie,17.0,2
2023-10-04,Coffee,15.0,3
2023-10-04,Sandwich,11.0,4
2023-10-04,Tea,11.0,5
2023-10-05,Tea,10.0,1
2023-10-05,Cookie,9.0,2
2023-10-05,Juice,8.0,3
2023-10-05,Coffee,8.0,4
2023-10-05,товар за 1.5,5.0,5
2023-10-06,Smoothie,30.0,1
2023-10-06,Cake,17.0,2
2023-10-06,Tea,15.0,3
2023-10-06,Coffee,13.0,4
2023-10-06,Juice,8.0,5
2023-10-07,Tea,18.0,1
2023-10-07,Salad,17.0,2
2023-10-07,Coffee,15.0,3
2023-10-07,Cookie,14.0,4
2023-10-07,Sandwich,14.0,5
2023-10-08,Juice,21.0,1
2023-10-08,Cookie,17.0,2
2023-10-08,Coffee,14.0,3
2023-10-08,Salad,13.0,4
2023-10-08,Tea,12.0,5
2023-10-09,Salad,16.0,1
2023-10-09,Tea,9.0,2
2023-10-09,Juice,8.0,3
2023-10-09,Cookie,8.0,4
2023-10-09,Smoothie,7.0,5
2023-10-10,Salad,19.0,1
2023-10-10,Smoothie,18.0,2
2023-10-10,Coffee,14.0,3
2023-10-10,Cake,9.0,4
2023-10-10,Juice,7.0,5
2023-10-11,Salad,15.0,1
2023-10-11,Juice,14.0,2
2023-10-11,Cake,12.0,3
2023-10-11,Coffee,12.0,4
2023-10-11,Tea,8.0,5
2023-10-12,Cookie,15.0,1
2023-10-12,Coffee,12.0,2
2023-10-12,Smoothie,8.0,3
2023-10-12,Tea,6.0,4
2023-10-12,Salad,5.0,5
2023-10-13,Juice,16.0,1
2023-10-13,Cake,14.0,2
2023-10-13,Tea,13.0,3
2023-10-13,Cookie,10.0,4
2023-10-13,Smoothie,7.0,5
2023-10-14,Tea,15.0,1
2023-10-14,Cake,12.0,2
2023-10-14,Salad,12.0,3
2023-10-14,Juice,7.0,4
2023-10-14,Coffee,5.0,5
2023-10-15,Salad,22.0,1
2023-10-15,Cookie,17.0,2
2023-10-15,Sandwich,15.0,3
2023-10-15,Cake,14.0,4
2023-10-15,Coffee,12.0,5
2023-10-16,Cookie,24.0,1
2023-10-16,Tea,10.0,2
2023-10-16,Salad,10.0,3
2023-10-16,Smoothie,9.0,4
2023-10-16,Juice,7.0,5
2023-10-17,Cake,17.0,1
2023-10-17,Tea,16.0,2
2023-10-17,Coffee,13.0,3
2023-10-17,Sandwich,12.0,4
2023-10-17,Smoothie,12.0,5
2023-10-18,Tea,13.0,1
2023-10-18,Smoothie,12.0,2
2023-10-18,Coffee,12.0,3
2023-10-18,Salad,9.0,4
2023-10-18,Cookie,8.0,5
2023-10-19,Salad,22.0,1
2023-10-19,Tea,19.0,2
2023-10-19,Smoothie,18.0,3
2023-10-19,Sandwich,13.0,4
2023-10-19,Cake,11.0,5
2023-10-20,Smoothie,33.0,1
2023-10-20,Coffee,22.0,2
2023-10-20,Juice,12.0,3
2023-10-20,Cookie,9.0,4
2023-10-20,Sandwich,8.0,5
2023-10-21,Tea,16.0,1
2023-10-21,Coffee,13.0,2
2023-10-21,Cake,12.0,3
2023-10-21,Smoothie,12.0,4
2023-10-21,Juice,12.0,5
2023-10-22,Cake,30.0,1
2023-10-22,Coffee,30.0,2
2023-10-22,Sandwich,14.0,3
2023-10-22,Salad,9.0,4
2023-10-22,Tea,8.0,5
2023-10-23,Salad,16.0,1
2023-10-23,Tea,14.0,2
2023-10-23,Juice,12.0,3
2023-10-23,Coffee,11.0,4
2023-10-23,Cake,6.0,5
2023-10-24,Sandwich,21.0,1
2023-10-24,Cake,16.0,2
2023-10-24,Coffee,12.0,3
2023-10-24,Juice,11.0,4
2023-10-24,Tea,7.0,5
2023-10-25,Cake,20.0,1
2023-10-25,Nan,19.0,2
2023-10-25,Cookie,18.0,3
2023-10-25,Coffee,15.0,4
2023-10-25,Juice,7.0,5
2023-10-26,Coffee,30.0,1
2023-10-26,Salad,18.0,2
2023-10-26,Juice,13.0,3
2023-10-26,Cake,9.0,4
2023-10-26,Tea,8.0,5
2023-10-27,Cookie,13.0,1
2023-10-27,Coffee,12.0,2
2023-10-27,Cake,11.0,3
2023-10-27,Juice,11.0,4
2023-10-27,Salad,10.0,5
2023-10-28,Juice,20.0,1
2023-10-28,Cake,15.0,2
2023-10-28,Tea,15.0,3
2023-10-28,Sandwich,9.0,4
2023-10-28,Cookie,9.0,5
2023-10-29,Tea,20.0,1
2023-10-29,Juice,16.0,2
2023-10-29,Coffee,12.0,3
2023-10-29,Salad,7.0,4
2023-10-29,Sandwich,3.0,5
2023-10-30,Juice,21.0,1
2023-10-30,Cake,20.0,2
2023-10-30,Coffee,18.0,3
2023-10-30,Tea,12.0,4
2023-10-30,Cookie,7.0,5
2023-10-31,Sandwich,23.0,1
2023-10-31,Cake,13.0,2
2023-10-31,Salad,10.0,3
2023-10-31,Smoothie,8.0,4
2023-10-31,Coffee,5.0,5
2023-11-01,Sandwich,16.0,1
2023-11-01,Cookie,13.0,2
2023-11-01,Tea,12.0,3
2023-11-01,Salad,9.0,4
2023-11-01,Juice,7.0,5
2023-11-02,Coffee,15.0,1
2023-11-02,Juice,15.0,2
2023-11-02,Sandwich,7.0,3
2023-11-02,Cookie,6.0,4
2023-11-02,Cake,5.0,5
2023-11-03,Juice,14.0,1
2023-11-03,Cookie,13.0,2
2023-11-03,Smoothie,11.0,3
2023-11-03,Sandwich,9.0,4
2023-11-03,Tea,5.0,5
2023-11-04,Cake,15.0,1
2023-11-04,Smoothie,15.0,2
2023-11-04,Salad,9.0,3
2023-11-04,Juice,8.0,4
2023-11-04,Tea,7.0,5
2023-11-05,Cookie,13.0,1
2023-11-05,Smoothie,10.0,2
2023-11-05,Juice,9.0,3
2023-11-05,Coffee,5.0,4
2023-11-05,Sandwich,5.0,5
2023-11-06,Cake,23.0,1
2023-11-06,Salad,17.0,2
2023-11-06,Juice,15.0,3
2023-11-06,Cookie,10.0,4
2023-11-06,Coffee,9.0,5
2023-11-07,Salad,29.0,1
2023-11-07,Cookie,20.0,2
2023-11-07,Juice,18.0,3
2023-11-07,Sandwich,17.0,4
2023-11-07,Cake,14.0,5
2023-11-08,Cake,20.0,1
2023-11-08,Sandwich,17.0,2
2023-11-08,Coffee,10.0,3
2023-11-08,Cookie,9.0,4
2023-11-08,Smoothie,9.0,5
2023-11-09,Cookie,25.0,1
2023-11-09,Smoothie,21.0,2
2023-11-09,Cake,17.0,3
2023-11-09,Tea,12.0,4
2023-11-09,Sandwich,8.0,5
2023-11-10,Salad,18.0,1
2023-11-10,Cake,16.0,2
2023-11-10,Cookie,12.0,3
2023-11-10,Smoothie,12.0,4
2023-11-10,Juice,10.0,5
2023-11-11,Cake,10.0,1
2023-11-11,Salad,9.0,2
2023-11-11,Sandwich,8.0,3
2023-11-11,Cookie,8.0,4
2023-11-11,Smoothie,6.0,5
2023-11-12,Cookie,22.0,1
